Date,Temperature,Values
2017-12-17,-0.8,5583.0
2017-12-18,-5.4,5582.25
2017-12-19,-3.3,5597.25
2017-12-20,-0.1,5506.0
2017-12-21,1.8,5313.5
2017-12-22,3.4,4795.0
2017-12-23,5.3,4162.25
2017-12-24,4.4,4540.0
2017-12-25,1.0,4447.75
2017-12-26,0.2,5419.75
2017-12-27,-1.3,5684.0
2017-12-28,0.1,5419.5
2017-12-29,-3.2,4924.25
2017-12-30,2.8,4240.75
2017-12-31,8.5,4268.5
2018-01-01,4.0,5370.5
2018-01-02,3.1,5129.75
2018-01-03,4.0,5304.25
2018-01-04,3.7,5154.5
2018-01-05,6.8,4637.5
2018-01-06,6.8,4671.75
2018-01-07,3.5,5494.5
2018-01-08,2.7,5522.25
2018-01-09,5.6,5527.5
2018-01-10,3.8,5555.25
2018-01-11,1.1,5539.5
2018-01-12,2.1,5551.75
2018-01-13,-1.0,5540.5
2018-01-14,-1.3,5506.75
2018-01-15,-2.7,5380.0
2018-01-16,0.4,5465.0
2018-01-17,-0.1,5504.25
2018-01-18,3.2,5534.75
2018-01-19,-0.1,5464.0
2018-01-20,-0.9,5525.25
2018-01-21,-2.3,5512.75
2018-01-22,-2.4,5477.25
2018-01-23,2.3,5321.0
2018-01-24,3.7,5168.0
2018-01-25,1.2,5420.25
2018-01-26,-0.3,5328.25
2018-01-27,1.5,4356.25
2018-01-28,5.5,4930.75
2018-01-29,6.6,5429.5
2018-01-30,2.5,5453.5
2018-01-31,4.7,5729.0
2018-02-01,2.1,5820.75
2018-02-02,0.7,5819.25
2018-02-03,0.3,5855.0
2018-02-04,-0.5,5831.25
2018-02-05,-3.2,5790.75
2018-02-06,-3.4,5748.25
2018-02-07,-1.9,5810.0
2018-02-08,-3.7,5805.5
2018-02-09,-2.8,5807.25
2018-02-10,-1.0,5579.75
2018-02-11,1.0,5761.5
2018-02-12,-0.4,5758.0
2018-02-13,-2.8,5677.25
2018-02-14,-3.3,5697.5
2018-02-15,-2.5,5749.0
2018-02-16,0.4,5795.5
2018-02-17,-1.8,5787.5
2018-02-18,-1.2,5813.25
2018-02-19,-2.9,5812.75
2018-02-20,-2.4,5789.5
2018-02-21,-3.5,5796.75
2018-02-22,-3.5,5810.0
2018-02-23,-5.4,5660.5
2018-02-24,-7.6,5727.0
2018-02-25,-10.5,5735.25
2018-02-26,-11.5,5840.75
2018-02-27,-12.7,5791.5
2018-02-28,-13.2,5571.25
2018-03-01,-9.5,5577.0
2018-03-02,-7.2,5529.0
2018-03-03,-4.7,5460.25
2018-03-04,-3.6,5374.0
2018-03-05,-2.5,5390.25
2018-03-06,-1.1,5380.5
2018-03-07,3.6,5368.5
2018-03-08,3.3,5342.75
2018-03-09,3.5,5340.25
2018-03-10,7.8,4988.5
2018-03-11,7.8,5121.0
2018-03-12,7.6,5107.0
2018-03-13,7.4,5399.25
2018-03-14,2.1,5358.5
2018-03-15,4.2,5370.75
2018-03-16,5.0,5271.25
2018-03-17,-5.0,4964.5
2018-03-18,-6.5,5288.25
2018-03-19,-6.9,5362.5
2018-03-20,-1.7,5332.75
2018-03-21,-1.9,5362.0
2018-03-22,-1.0,5368.25
2018-03-23,1.6,5371.75
2018-03-24,1.1,5065.0
2018-03-25,1.2,5345.75
2018-03-26,2.3,5286.75
2018-03-27,3.1,5388.0
2018-03-28,5.0,5352.5
2018-03-29,4.8,5235.25
2018-03-30,5.3,5331.5
2018-03-31,5.9,5721.75
2018-04-01,4.9,5563.75
2018-04-02,5.3,5315.5
2018-04-03,11.4,4740.75
2018-04-04,12.0,5002.25
2018-04-05,8.9,5342.5
2018-04-06,5.5,4767.0
2018-04-07,9.9,4767.25
2018-04-08,8.2,4578.5
2018-04-09,13.7,4611.25
2018-04-10,12.8,4604.5
2018-04-11,13.4,4612.5
2018-04-12,15.6,4612.25
2018-04-13,12.1,4063.25
2018-04-14,12.9,4053.75
2018-04-15,14.8,4574.5
2018-04-16,11.3,4646.0
2018-04-17,12.6,4519.5
2018-04-18,13.4,4370.0
2018-04-19,15.2,4393.5
2018-04-20,17.0,4356.0
2018-04-21,17.9,4429.5
2018-04-22,18.7,4396.0
2018-04-23,15.9,4651.75
2018-04-24,14.8,4551.25
2018-04-25,14.9,4841.5
2018-04-26,9.8,4847.5
2018-04-27,11.4,4622.25
2018-04-28,16.6,4004.25
2018-04-29,19.1,4037.75
2018-04-30,14.2,4168.5
2018-05-01,11.9,4868.25
2018-05-02,15.9,4877.25
2018-05-03,15.0,4827.25
2018-05-04,13.9,4766.5
2018-05-05,14.2,4526.25
2018-05-06,13.7,4532.0
2018-05-07,16.1,4396.75
2018-05-08,15.5,4391.25
2018-05-09,15.9,4293.25
2018-05-10,16.1,4632.25
2018-05-11,15.3,4480.25
2018-05-12,17.3,4278.0
2018-05-13,18.2,4348.5
2018-05-14,15.9,4367.5
2018-05-15,12.5,4473.0
2018-05-16,10.7,4450.0
2018-05-17,12.3,4708.5
2018-05-18,13.6,4655.0
2018-05-19,12.3,4536.0
2018-05-20,14.7,4440.25
2018-05-21,16.0,4623.25
2018-05-22,17.3,4509.5
2018-05-23,17.6,4529.5
2018-05-24,14.6,4452.5
2018-05-25,14.9,4374.75
2018-05-26,18.4,4281.25
2018-05-27,20.6,4344.25
2018-05-28,21.2,4457.0
2018-05-29,22.0,4534.25
2018-05-30,20.5,4559.75
2018-05-31,21.3,4002.75
2018-06-01,19.1,4009.75
2018-06-02,19.5,3940.25
2018-06-03,19.1,3908.75
2018-06-04,20.8,3900.0
2018-06-05,19.4,3919.0
2018-06-06,19.9,3923.5
2018-06-07,19.7,3913.5
2018-06-08,20.4,3898.5
2018-06-09,20.5,3867.0
2018-06-10,20.8,3836.25
2018-06-11,20.5,3885.25
2018-06-12,17.8,3917.5
2018-06-13,12.5,3922.0
2018-06-14,12.5,3924.5
2018-06-15,16.6,3938.5
2018-06-16,18.6,3966.75
2018-06-17,18.8,3983.75
2018-06-18,17.4,3983.25
2018-06-19,19.6,3966.0
2018-06-20,20.8,3959.25
2018-06-21,19.5,4038.5
2018-06-22,9.7,4052.25
2018-06-23,10.7,3978.0
2018-06-24,11.7,3937.25
2018-06-25,14.8,3916.25
2018-06-26,16.7,3926.0
2018-06-27,15.7,3936.0
2018-06-28,15.2,3904.5
2018-06-29,20.5,3873.75
2018-06-30,14.9,3674.0
2018-07-01,13.4,3663.0
2018-07-02,16.0,3667.5
2018-07-03,18.8,3658.0
2018-07-04,22.0,3706.75
2018-07-05,21.6,3782.25
2018-07-06,17.7,3761.25
2018-07-07,19.1,3745.75
2018-07-08,19.3,3762.0
2018-07-09,18.7,3733.5
2018-07-10,15.3,3773.0
2018-07-11,13.6,3727.0
2018-07-12,15.8,3723.75
2018-07-13,19.8,3681.75
2018-07-14,20.5,3684.0
2018-07-15,19.9,3703.5
2018-07-16,15.9,3697.25
2018-07-17,20.8,3669.0
2018-07-18,21.5,3685.25
2018-07-19,20.6,3669.25
2018-07-20,22.3,3707.0
2018-07-21,20.7,3647.5
2018-07-22,19.1,3626.75
2018-07-23,19.7,3612.0
2018-07-24,22.0,3606.0
2018-07-25,20.5,3605.0
2018-07-26,22.9,3602.5
2018-07-27,21.6,3598.5
2018-07-28,22.1,3595.0
2018-07-29,24.7,3589.75
2018-07-30,25.2,3584.5
2018-07-31,25.7,3403.0
2018-08-01,26.6,3418.0
2018-08-02,25.5,3414.0
2018-08-03,25.3,3411.5
2018-08-04,22.8,3411.0
2018-08-05,22.5,3422.75
2018-08-06,21.7,3424.25
2018-08-07,25.7,3420.5
2018-08-08,23.6,3418.25
2018-08-09,26.4,3474.75
2018-08-10,16.6,3467.5
2018-08-11,17.9,3453.5
2018-08-12,19.1,3452.0
2018-08-13,22.8,3510.5
2018-08-14,19.1,3519.25
2018-08-15,19.6,3520.25
2018-08-16,20.9,3486.0
2018-08-17,22.4,3497.0
2018-08-18,23.2,3494.25
2018-08-19,25.0,3500.5
2018-08-20,24.3,3511.0
2018-08-21,21.6,3453.0
2018-08-22,22.9,3501.75
2018-08-23,22.2,3552.5
2018-08-24,19.4,3599.0
2018-08-25,14.8,3609.75
2018-08-26,13.4,3554.75
2018-08-27,17.6,3498.0
2018-08-28,18.2,3459.75
2018-08-29,20.3,3483.25
2018-08-30,15.9,3504.0
2018-08-31,13.4,3427.25
2018-09-01,12.5,3417.75
2018-09-02,14.9,3401.75
2018-09-03,16.5,3403.25
2018-09-04,18.2,3376.25
2018-09-05,16.9,3349.0
2018-09-06,16.7,3383.0
2018-09-07,15.6,3393.5
2018-09-08,14.7,3390.25
2018-09-09,16.0,3386.0
2018-09-10,18.5,3365.0
2018-09-11,19.3,3394.25
2018-09-12,20.5,3431.5
2018-09-13,16.7,3469.75
2018-09-14,14.5,3487.25
2018-09-15,14.4,3491.0
2018-09-16,14.4,3467.0
2018-09-17,17.1,3471.75
2018-09-18,19.7,3443.75
2018-09-19,19.6,3491.25
2018-09-20,18.9,3503.75
2018-09-21,17.8,3602.25
2018-09-22,12.4,3540.25
2018-09-23,12.4,3610.5
2018-09-24,6.9,3583.0
2018-09-25,4.7,3632.75
2018-09-26,7.9,3602.5
2018-09-27,12.7,3578.25
2018-09-28,12.1,3621.25
2018-09-29,7.2,3623.75
2018-09-30,7.1,3455.5
2018-10-01,7.1,3443.5
2018-10-02,7.3,3338.0
2018-10-03,9.7,3362.25
2018-10-04,8.0,3425.0
2018-10-05,10.4,3389.75
2018-10-06,12.0,3386.5
2018-10-07,12.9,3365.25
2018-10-08,9.2,3356.75
2018-10-09,11.5,3325.0
2018-10-10,14.7,3315.5
2018-10-11,15.2,3339.75
2018-10-12,13.4,3421.0
2018-10-13,13.8,3422.25
2018-10-14,14.0,3421.0
2018-10-15,12.6,3442.25
2018-10-16,10.4,3459.5
2018-10-17,11.2,3485.75
2018-10-18,10.6,3470.25
2018-10-19,9.6,3431.5
2018-10-20,9.9,3503.5
2018-10-21,6.4,3506.5
2018-10-22,7.7,3474.75
2018-10-23,7.4,3442.25
2018-10-24,8.3,3449.0
2018-10-25,10.7,3469.25
2018-10-26,8.5,3511.5
2018-10-27,5.4,3667.0
2018-10-28,2.6,3493.5
2018-10-29,8.0,3481.5
2018-10-30,10.7,3516.5
2018-10-31,5.6,3626.75
2018-11-01,7.9,3648.75
2018-11-02,7.5,3635.75
2018-11-03,7.9,3633.5
2018-11-04,9.9,3600.0
2018-11-05,10.5,3581.0
2018-11-06,10.7,3572.0
2018-11-07,9.3,3626.5
2018-11-08,9.0,3649.75
2018-11-09,8.0,3656.5
2018-11-10,7.1,3640.5
2018-11-11,7.3,3635.0
2018-11-12,6.4,3634.0
2018-11-13,7.7,3635.75
2018-11-14,4.8,3671.5
2018-11-15,2.6,3681.25
2018-11-16,1.4,3615.5
2018-11-17,0.2,3608.0
2018-11-18,-0.7,3591.0
2018-11-19,-1.2,3657.5
2018-11-20,0.2,3673.25
2018-11-21,1.8,3669.5
2018-11-22,2.1,3675.5
2018-11-23,2.1,3597.0
2018-11-24,2.8,3609.25
2018-11-25,1.1,3629.0
2018-11-26,2.0,3649.5
2018-11-27,-1.8,3651.25
2018-11-28,-3.3,3652.0
2018-11-29,-4.2,3640.5
2018-11-30,-3.3,3365.75
2018-12-01,-0.1,3350.0
2018-12-02,0.5,3310.0
2018-12-03,8.0,3356.75
2018-12-04,3.6,3392.5
2018-12-05,-0.9,3342.25
2018-12-06,0.8,3288.5
2018-12-07,8.7,3350.5
2018-12-08,4.9,3354.5
2018-12-09,5.3,3351.0
2018-12-10,1.1,3216.75
2018-12-11,0.0,3240.25
2018-12-12,-1.4,3243.5
2018-12-13,-3.2,3251.5
2018-12-14,-3.3,3261.75
2018-12-15,-3.4,3257.25
2018-12-16,-4.1,3251.25
2018-12-17,0.1,3209.25
2018-12-18,0.3,3263.25
2018-12-19,-1.3,3159.75
2018-12-20,0.6,3143.5
2018-12-21,5.5,3160.75
2018-12-22,7.3,3206.0
2018-12-23,4.4,3224.0
2018-12-24,0.9,3249.5
2018-12-25,0.6,3257.5
2018-12-26,0.5,3260.75
2018-12-27,3.0,3258.0
2018-12-28,2.0,3260.0
2018-12-29,0.5,3247.0
2018-12-30,3.1,3246.75
2018-12-31,3.3,2993.0
2019-01-01,3.5,3025.25
2019-01-02,-2.0,3104.0
2019-01-03,-3.7,3055.5
2019-01-04,-2.2,3000.75
2019-01-05,1.4,2983.0
2019-01-06,-0.2,3032.75
2019-01-07,1.9,3080.5
2019-01-08,1.9,3051.0
2019-01-09,-1.0,4061.0
2019-01-10,-2.6,4866.25
2019-01-11,-3.8,4769.0
2019-01-12,1.2,3730.0
2019-01-13,3.2,4612.75
2019-01-14,0.0,4865.25
2019-01-15,1.2,4802.5
2019-01-16,1.4,4739.0
2019-01-17,4.4,4895.5
2019-01-18,-2.3,4911.75
2019-01-19,-5.6,4867.0
2019-01-20,-3.2,4809.25
2019-01-21,-4.5,4788.0
2019-01-22,-6.5,4870.75
2019-01-23,-5.8,4893.5
2019-01-24,-4.6,4900.5
2019-01-25,-4.9,4807.75
2019-01-26,0.7,4490.5
2019-01-27,2.1,4819.75
2019-01-28,1.1,4823.0
2019-01-29,-2.3,4785.0
2019-01-30,-3.0,4769.75
2019-01-31,-2.6,4616.0
2019-02-01,-0.4,4615.25
2019-02-02,1.6,4664.5
2019-02-03,-1.1,4697.0
2019-02-04,-4.8,4761.75
2019-02-05,-5.5,4702.0
2019-02-06,-4.8,4737.25
2019-02-07,-3.8,4608.0
2019-02-08,1.4,3854.25
2019-02-09,4.0,3910.75
2019-02-10,4.4,4384.75
2019-02-11,1.3,4595.75
2019-02-12,0.4,4545.0
2019-02-13,2.8,4574.75
2019-02-14,4.0,4639.25
2019-02-15,4.5,4453.75
2019-02-16,3.4,4464.5
2019-02-17,4.3,4468.0
2019-02-18,2.6,4551.5
2019-02-19,5.3,4561.5
2019-02-20,3.8,4567.0
2019-02-21,5.3,4681.0
2019-02-22,1.8,4754.0
2019-02-23,-3.1,4527.75
2019-02-24,-0.1,4576.0
2019-02-25,6.6,4499.25
2019-02-26,8.7,4438.75
2019-02-27,8.3,4409.75
2019-02-28,9.7,4747.5
2019-03-01,6.7,4784.5
2019-03-02,4.0,3510.75
2019-03-03,7.7,4156.5
2019-03-04,8.1,4526.0
2019-03-05,3.8,4634.75
2019-03-06,5.4,4266.5
2019-03-07,5.9,4364.5
2019-03-08,6.0,3643.0
2019-03-09,7.6,4351.0
2019-03-10,8.1,4486.75
2019-03-11,2.0,4523.75
2019-03-12,2.2,4389.5
2019-03-13,4.9,4468.5
2019-03-14,3.8,4253.5
2019-03-15,6.7,3866.75
2019-03-16,6.8,3823.75
2019-03-17,6.7,4498.0
2019-03-18,3.0,4658.25
2019-03-19,2.0,4289.0
2019-03-20,2.8,4175.5
2019-03-21,5.1,4192.75
2019-03-22,8.3,4167.5
2019-03-23,9.9,4277.5
2019-03-24,6.9,4532.5
2019-03-25,3.1,4711.0
2019-03-26,3.7,4652.75
2019-03-27,4.4,4516.5
2019-03-28,6.5,4160.0
2019-03-29,6.6,3953.25
2019-03-30,7.7,3698.5
2019-03-31,9.5,4522.0
2019-04-01,6.7,4161.25
2019-04-02,9.2,4211.5
2019-04-03,10.8,4370.75
2019-04-04,12.5,4210.5
2019-04-05,10.3,3817.25
2019-04-06,9.2,3759.75
2019-04-07,8.6,3764.25
2019-04-08,9.9,4143.5
2019-04-09,9.3,4429.0
2019-04-10,5.8,4747.25
2019-04-11,3.0,4832.25
2019-04-12,1.5,4669.75
2019-04-13,2.6,4561.25
2019-04-14,3.1,4355.75
2019-04-15,7.3,4383.0
2019-04-16,8.1,4218.25
2019-04-17,9.9,4025.5
2019-04-18,11.7,3642.75
2019-04-19,13.6,3760.5
2019-04-20,13.8,3674.25
2019-04-21,12.4,3408.5
2019-04-22,12.8,3597.0
2019-04-23,10.2,3545.75
2019-04-24,15.1,3432.75
2019-04-25,17.2,3557.25
2019-04-26,12.1,3762.0
2019-04-27,8.2,3927.5
2019-04-28,6.8,3987.25
2019-04-29,5.9,3933.25
2019-04-30,10.0,3860.75
2019-05-01,9.7,3961.0
2019-05-02,13.0,4014.5
2019-05-03,8.4,4030.5
2019-05-04,4.7,3994.75
2019-05-05,4.2,3996.25
2019-05-06,5.7,3959.5
2019-05-07,7.5,3999.75
2019-05-08,11.9,4073.5
2019-05-09,10.4,4156.25
2019-05-10,11.5,4190.25
2019-05-11,10.1,4046.25
2019-05-12,7.4,4022.25
2019-05-13,8.5,3947.75
2019-05-14,5.8,3949.75
2019-05-15,4.7,3887.25
2019-05-16,6.4,3691.5
2019-05-17,10.0,3043.75
2019-05-18,13.0,2960.75
2019-05-19,15.1,2955.25
2019-05-20,12.6,2962.75
2019-05-21,12.2,3022.25
2019-05-22,12.4,3408.75
2019-05-23,12.6,3079.0
2019-05-24,15.2,3120.75
2019-05-25,15.3,3082.25
2019-05-26,16.6,3345.5
2019-05-27,16.1,3671.25
2019-05-28,12.1,3874.0
2019-05-29,9.9,3483.75
2019-05-30,13.4,3337.25
2019-05-31,15.6,2953.0
2019-06-01,18.7,2931.25
2019-06-02,20.8,2874.0
2019-06-03,21.9,2844.0
2019-06-04,21.8,2902.25
2019-06-05,22.0,2948.25
2019-06-06,18.1,2939.25
2019-06-07,18.1,2974.0
2019-06-08,16.3,2947.25
2019-06-09,18.7,2941.25
2019-06-10,22.5,2960.0
2019-06-11,22.3,2972.5
2019-06-12,22.5,2966.75
2019-06-13,20.0,2908.25
2019-06-14,24.1,2891.5
2019-06-15,21.9,2901.75
2019-06-16,16.5,2888.75
2019-06-17,19.0,2910.5
2019-06-18,21.1,2891.0
2019-06-19,21.1,2910.75
2019-06-20,19.5,2905.25
2019-06-21,19.7,2939.0
2019-06-22,17.3,2904.75
2019-06-23,18.1,2827.5
2019-06-24,20.8,2757.25
2019-06-25,24.5,2739.5
2019-06-26,27.5,3048.25
2019-06-27,22.7,3415.5
2019-06-28,18.8,3173.5
2019-06-29,22.0,3075.75
2019-06-30,26.7,3194.0
2019-07-01,24.4,3339.0
2019-07-02,19.4,3232.0
2019-07-03,17.5,3361.0
2019-07-04,18.4,3288.25
2019-07-05,19.1,3091.25
2019-07-06,23.5,3174.75
2019-07-07,15.0,3517.75
2019-07-08,14.8,3572.5
2019-07-09,13.9,3465.0
2019-07-10,16.1,3561.5
2019-07-11,17.3,3606.0
2019-07-12,15.1,3284.0
2019-07-13,14.6,3211.25
2019-07-14,15.0,3475.25
2019-07-15,16.0,3455.25
2019-07-16,17.6,3497.25
2019-07-17,17.7,3512.75
2019-07-18,20.3,3530.25
2019-07-19,18.4,3188.0
2019-07-20,24.0,3173.0
2019-07-21,19.7,3382.0
2019-07-22,21.6,3212.25
2019-07-23,24.4,3324.0
2019-07-24,25.6,3300.5
2019-07-25,26.2,3196.5
2019-07-26,25.9,3052.0
2019-07-27,20.1,3155.5
2019-07-28,21.0,3438.5
2019-07-29,20.5,3524.75
2019-07-30,22.1,3550.5
2019-07-31,18.8,3513.5
2019-08-01,19.8,3490.25
2019-08-02,19.9,3359.75
2019-08-03,16.3,3302.0
2019-08-04,18.6,3567.5
2019-08-05,20.5,3441.0
2019-08-06,20.2,3470.25
2019-08-07,18.1,3240.25
2019-08-08,19.7,3485.5
2019-08-09,22.9,3210.75
2019-08-10,17.7,3273.75
2019-08-11,21.2,3538.25
2019-08-12,15.9,3358.0
2019-08-13,16.2,3339.25
2019-08-14,15.4,3305.25
2019-08-15,16.2,3392.75
2019-08-16,15.7,3290.25
2019-08-17,17.6,3257.5
2019-08-18,22.9,3284.75
2019-08-19,18.6,3191.0
2019-08-20,16.7,3207.75
2019-08-21,15.1,3202.5
2019-08-22,16.2,3174.25
2019-08-23,19.1,3042.75
2019-08-24,21.7,3039.75
2019-08-25,21.0,3370.75
2019-08-26,22.1,3596.0
2019-08-27,21.1,3571.5
2019-08-28,21.4,3640.25
2019-08-29,21.0,3518.25
2019-08-30,21.2,3332.25
2019-08-31,23.8,3365.75
2019-09-01,19.9,3631.5
2019-09-02,14.1,3556.0
2019-09-03,14.9,3521.0
2019-09-04,17.5,3541.25
2019-09-05,15.7,3585.75
2019-09-06,13.3,3292.25
2019-09-07,10.9,3472.0
2019-09-08,12.2,3984.0
2019-09-09,10.6,4004.25
2019-09-10,12.8,3861.0
2019-09-11,14.6,3795.0
2019-09-12,16.1,3831.0
2019-09-13,16.8,3836.5
2019-09-14,14.6,3537.0
2019-09-15,16.9,3878.25
2019-09-16,17.2,3951.25
2019-09-17,13.6,4061.0
2019-09-18,9.0,4040.5
2019-09-19,7.6,4053.25
2019-09-20,8.7,3974.5
2019-09-21,12.5,3869.25
2019-09-22,13.3,3936.75
2019-09-23,13.9,3949.0
2019-09-24,13.5,3928.5
2019-09-25,11.5,3962.25
2019-09-26,14.2,3994.75
2019-09-27,14.2,3912.0
2019-09-28,13.1,3551.5
2019-09-29,15.3,3954.75
2019-09-30,12.9,4171.75
2019-10-01,14.6,4301.0
2019-10-02,10.1,4848.75
2019-10-03,7.0,4308.0
2019-10-04,7.3,4018.25
2019-10-05,7.6,4069.25
2019-10-06,6.5,4057.75
2019-10-07,4.4,4035.5
2019-10-08,8.8,4038.5
2019-10-09,10.4,4474.5
2019-10-10,8.8,4448.75
2019-10-11,10.1,3817.0
2019-10-12,13.6,3835.5
2019-10-13,14.5,3650.5
2019-10-14,13.1,3929.75
2019-10-15,11.2,4316.5
2019-10-16,9.7,4187.25
2019-10-17,10.5,3986.5
2019-10-18,12.4,4205.75
2019-10-19,10.3,4003.25
2019-10-20,9.5,4188.75
2019-10-21,12.5,4225.25
2019-10-22,11.7,4187.25
2019-10-23,12.1,4202.75
2019-10-24,9.7,4248.25
2019-10-25,11.5,4108.5
2019-10-26,9.8,4364.0
2019-10-27,13.8,4955.5
2019-10-28,5.5,4980.25
2019-10-29,4.4,4976.5
2019-10-30,2.4,5233.5
2019-10-31,1.6,5235.25
2019-11-01,4.2,4744.25
2019-11-02,8.0,4512.5
2019-11-03,7.1,4859.5
2019-11-04,9.6,4927.25
2019-11-05,7.5,5034.75
2019-11-06,6.6,4953.0
2019-11-07,5.0,4917.75
2019-11-08,6.2,4453.0
2019-11-09,2.9,4455.5
2019-11-10,-0.3,4434.25
2019-11-11,-0.6,4414.0
2019-11-12,0.9,4426.25
2019-11-13,0.7,4360.5
2019-11-14,1.4,4394.25
2019-11-15,6.9,4429.5
2019-11-16,5.5,4429.0
2019-11-17,9.7,4330.25
2019-11-18,4.0,4316.0
2019-11-19,3.0,4788.25
2019-11-20,4.6,5112.75
2019-11-21,6.0,5072.75
2019-11-22,6.1,4775.75
2019-11-23,5.8,5132.75
2019-11-24,3.4,5221.0
2019-11-25,3.4,4373.0
2019-11-26,2.4,4345.75
2019-11-27,3.1,4181.75
2019-11-28,7.5,4665.75
2019-11-29,4.1,5311.25
2019-11-30,0.3,5357.25
2019-12-01,-1.2,5324.5
2019-12-02,0.7,5292.0
2019-12-03,0.2,5274.75
2019-12-04,-1.5,5313.25
2019-12-05,-3.0,5199.25
2019-12-06,-2.9,4970.75
2019-12-07,5.3,4109.75
2019-12-08,6.9,4757.25
2019-12-09,5.0,4501.25
2019-12-10,1.0,5067.5
2019-12-11,-2.4,5187.75
2019-12-12,-1.5,5097.25
2019-12-13,0.5,4627.5
2019-12-14,5.3,4502.0
2019-12-15,7.1,5218.25
2019-12-16,3.6,4895.75
2019-12-17,0.2,4833.0
2019-12-18,8.1,5185.0
2019-12-19,4.5,4947.75
2019-12-20,5.8,4774.0
2019-12-21,4.4,4973.25
2019-12-22,2.1,4765.75
2019-12-23,4.5,4959.25
2019-12-24,4.7,5001.0
2019-12-25,4.1,5224.5
2019-12-26,2.3,5357.25
2019-12-27,0.9,5398.5
2019-12-28,-1.2,5351.0
2019-12-29,-3.0,4938.5
2019-12-30,-0.2,5160.25
2019-12-31,2.2,5373.0
2020-01-01,-1.2,5361.25
2020-01-02,-1.5,5133.25
2020-01-03,2.5,5020.5
2020-01-04,2.5,5293.5
2020-01-05,-0.6,5261.75
2020-01-06,-2.0,5254.75
2020-01-07,0.7,5116.75
2020-01-08,2.0,5043.75
2020-01-09,3.5,4820.25
2020-01-10,5.2,5228.75
2020-01-11,0.7,5345.25
2020-01-12,-0.4,5303.25
2020-01-13,1.6,5034.5
2020-01-14,0.0,4847.0
2020-01-15,-2.2,4932.25
2020-01-16,1.6,5181.5
2020-01-17,-0.3,5078.0
2020-01-18,1.3,5234.5
2020-01-19,0.8,5168.5
2020-01-20,0.7,5225.25
2020-01-21,-3.3,5311.5
2020-01-22,-0.6,5314.25
2020-01-23,-0.4,5304.25
2020-01-24,-1.9,5277.25
2020-01-25,-2.2,5311.0
2020-01-26,-1.5,5207.0
2020-01-27,1.5,5167.5
2020-01-28,3.0,5283.25
2020-01-29,0.7,5248.25
2020-01-30,3.2,4647.5
2020-01-31,10.3,4104.0
2020-02-01,10.3,4608.5
2020-02-02,8.8,4937.5
2020-02-03,6.5,4882.0
2020-02-04,1.7,5082.75
2020-02-05,-0.7,4954.75
2020-02-06,-0.1,4950.0
2020-02-07,2.0,4973.5
2020-02-08,0.7,3948.75
2020-02-09,5.2,4643.25
2020-02-10,8.1,4742.5
2020-02-11,0.7,4846.5
2020-02-12,1.0,5071.0
2020-02-13,1.9,5086.75
2020-02-14,4.0,4759.25
2020-02-15,3.3,3762.75
2020-02-16,6.1,4484.5
2020-02-17,8.8,4707.5
2020-02-18,4.2,4919.75
2020-02-19,2.4,5026.25
2020-02-20,2.8,4788.25
2020-02-21,1.8,3876.25
2020-02-22,9.1,4100.0
2020-02-23,9.8,4914.5
2020-02-24,3.9,4674.5
2020-02-25,6.5,5097.25
2020-02-26,2.1,5151.5
2020-02-27,0.8,5112.25
2020-02-28,-0.4,3982.75
2020-02-29,2.8,4273.5
2020-03-01,6.0,5100.0
2020-03-02,6.4,5134.25
2020-03-03,2.7,5215.75
2020-03-04,1.9,5047.5
2020-03-05,4.1,5146.0
2020-03-06,4.3,5215.5
2020-03-07,2.4,4346.25
2020-03-08,3.6,5146.5
2020-03-09,3.7,5024.5
2020-03-10,4.0,4665.0
2020-03-11,10.9,4580.25
2020-03-12,9.8,4896.25
2020-03-13,5.3,5182.0
2020-03-14,1.7,4515.25
2020-03-15,3.0,4729.25
2020-03-16,5.5,4513.5
2020-03-17,8.3,4346.75
2020-03-18,8.3,4301.0
2020-03-19,9.7,4700.25
2020-03-20,9.0,4286.75
2020-03-21,0.7,4148.0
2020-03-22,-2.5,4627.75
2020-03-23,-2.1,5116.5
2020-03-24,-0.7,4991.0
2020-03-25,-0.6,4785.5
2020-03-26,2.7,4382.0
2020-03-27,8.2,4366.75
2020-03-28,8.2,4187.75
2020-03-29,2.5,5183.25
2020-03-30,-0.6,5091.5
2020-03-31,-1.5,4826.75
2020-04-01,1.5,4939.0
2020-04-02,4.8,4739.0
2020-04-03,5.5,4338.5
2020-04-04,6.2,3795.5
2020-04-05,8.0,4045.5
2020-04-06,12.3,4118.5
2020-04-07,12.5,4066.75
2020-04-08,11.2,4068.0
2020-04-09,13.8,4126.25
2020-04-10,11.8,4063.75
2020-04-11,11.0,3864.5
2020-04-12,13.1,3707.5
2020-04-13,7.9,4315.25
2020-04-14,2.4,4359.5
2020-04-15,7.9,4116.25
2020-04-16,13.8,4030.25
2020-04-17,14.8,4125.75
2020-04-18,13.9,3743.75
2020-04-19,8.2,3890.75
2020-04-20,7.5,3735.25
2020-04-21,9.1,3818.75
2020-04-22,9.9,3823.75
2020-04-23,12.5,3765.0
2020-04-24,13.3,4085.25
2020-04-25,8.7,4027.5
2020-04-26,10.1,3904.25
2020-04-27,13.2,3608.5
2020-04-28,15.3,4095.25
2020-04-29,11.3,3910.0
2020-04-30,11.8,3792.5
