Date;Start;End;Total (grid load) [MWh] Calculated resolutions;Residual load [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions
Apr 6, 2019;12:00 AM;12:00 AM;1,206,288.75;854,000.25;29,512.5
Apr 7, 2019;12:00 AM;12:00 AM;1,099,847.25;739,073.5;41,230
Apr 8, 2019;12:00 AM;12:00 AM;1,396,518.5;1,038,380.5;21,129.75
Apr 9, 2019;12:00 AM;12:00 AM;1,448,465.25;1,013,712.75;30,416
Apr 10, 2019;12:00 AM;12:00 AM;1,448,464.5;989,983.5;36,171.5
Apr 11, 2019;12:00 AM;12:00 AM;1,436,230;1,049,821.75;28,462
Apr 12, 2019;12:00 AM;12:00 AM;1,439,988;1,127,109.25;27,626.75
Apr 13, 2019;12:00 AM;12:00 AM;1,254,790;863,925;24,204.75
Apr 14, 2019;12:00 AM;12:00 AM;1,160,435.25;721,183.5;37,639.25
Apr 15, 2019;12:00 AM;12:00 AM;1,406,257.75;805,319.5;38,386.25
Apr 16, 2019;12:00 AM;12:00 AM;1,449,750.75;798,207.25;31,805.75
Apr 17, 2019;12:00 AM;12:00 AM;1,429,435.25;828,198.5;37,798.25
Apr 18, 2019;12:00 AM;12:00 AM;1,374,627.5;667,498;49,002.75
Apr 19, 2019;12:00 AM;12:00 AM;1,078,675.25;506,841;46,490.25
Apr 20, 2019;12:00 AM;12:00 AM;1,065,751.25;645,487;31,907
Apr 21, 2019;12:00 AM;12:00 AM;964,449;584,575.75;35,687.5
Apr 22, 2019;12:00 AM;12:00 AM;1,017,256;264,996.25;57,300.75
Apr 23, 2019;12:00 AM;12:00 AM;1,336,325;397,319.5;32,070.5
Apr 24, 2019;12:00 AM;12:00 AM;1,386,050.25;662,611;47,471.5
Apr 25, 2019;12:00 AM;12:00 AM;1,385,748.25;827,876.75;29,902.25
Apr 26, 2019;12:00 AM;12:00 AM;1,376,423;991,482;28,176.5
Apr 27, 2019;12:00 AM;12:00 AM;1,180,332.25;780,721.75;28,133.5
Apr 28, 2019;12:00 AM;12:00 AM;1,092,432.75;838,604;48,793.75
Apr 29, 2019;12:00 AM;12:00 AM;1,390,965.25;1,027,421.75;20,370.75
Apr 30, 2019;12:00 AM;12:00 AM;1,373,803.5;999,574;31,020.75
May 1, 2019;12:00 AM;12:00 AM;1,087,328.75;622,427.5;50,721.25
May 2, 2019;12:00 AM;12:00 AM;1,364,352.5;745,700;16,790.75
May 3, 2019;12:00 AM;12:00 AM;1,389,566.5;849,205.25;31,468.25
May 4, 2019;12:00 AM;12:00 AM;1,215,029.25;779,769;30,956.25
May 5, 2019;12:00 AM;12:00 AM;1,117,774;712,825.25;43,233.5
May 6, 2019;12:00 AM;12:00 AM;1,420,499.5;937,612.25;22,886.5
May 7, 2019;12:00 AM;12:00 AM;1,437,854.75;1,131,296.25;24,724.5
May 8, 2019;12:00 AM;12:00 AM;1,449,615;999,775.25;25,391
May 9, 2019;12:00 AM;12:00 AM;1,427,525;1,024,534;31,016.5
May 10, 2019;12:00 AM;12:00 AM;1,406,808.75;1,035,529.5;24,171.5
May 11, 2019;12:00 AM;12:00 AM;1,198,324.75;835,041.25;23,227
May 12, 2019;12:00 AM;12:00 AM;1,091,441.75;514,183;58,103.75
May 13, 2019;12:00 AM;12:00 AM;1,375,022.5;851,615;35,361.5
May 14, 2019;12:00 AM;12:00 AM;1,404,421.75;950,038;25,419
May 15, 2019;12:00 AM;12:00 AM;1,432,919.25;1,018,616;16,130.25
May 16, 2019;12:00 AM;12:00 AM;1,454,360.25;1,076,053.75;18,391.75
May 17, 2019;12:00 AM;12:00 AM;1,401,954.25;1,049,049.25;18,077.5
May 18, 2019;12:00 AM;12:00 AM;1,159,400;771,240.75;30,764.5
May 19, 2019;12:00 AM;12:00 AM;1,073,526.25;733,399.75;43,405.75
May 20, 2019;12:00 AM;12:00 AM;1,392,043;1,098,672;21,718.75
May 21, 2019;12:00 AM;12:00 AM;1,452,503.5;987,695.75;25,131.25
May 22, 2019;12:00 AM;12:00 AM;1,423,434.75;908,680.75;26,300.5
May 23, 2019;12:00 AM;12:00 AM;1,410,932;1,043,508.25;31,665.25
May 24, 2019;12:00 AM;12:00 AM;1,381,189.25;954,390.75;24,962.75
May 25, 2019;12:00 AM;12:00 AM;1,154,078.25;822,340.75;19,203.75
May 26, 2019;12:00 AM;12:00 AM;1,080,516.25;510,347.25;63,936.25
May 27, 2019;12:00 AM;12:00 AM;1,370,463;879,744.75;20,116.5
May 28, 2019;12:00 AM;12:00 AM;1,388,455.75;1,125,838.25;23,986.25
May 29, 2019;12:00 AM;12:00 AM;1,355,387.5;1,058,886.75;27,094.75
May 30, 2019;12:00 AM;12:00 AM;1,104,714.75;522,833.25;53,947.5
May 31, 2019;12:00 AM;12:00 AM;1,202,959.5;836,771;24,133.5
Jun 1, 2019;12:00 AM;12:00 AM;1,123,146.5;737,255;36,819.25
Jun 2, 2019;12:00 AM;12:00 AM;1,057,836.25;625,040.75;53,175.5
Jun 3, 2019;12:00 AM;12:00 AM;1,367,228.25;923,990.75;31,845
Jun 4, 2019;12:00 AM;12:00 AM;1,414,681.25;1,018,466.25;28,620.25
Jun 5, 2019;12:00 AM;12:00 AM;1,416,804.75;939,909.5;28,768.75
Jun 6, 2019;12:00 AM;12:00 AM;1,398,240;893,205.5;34,720.25
Jun 7, 2019;12:00 AM;12:00 AM;1,345,225.5;853,900.25;27,560.5
Jun 8, 2019;12:00 AM;12:00 AM;1,141,120;335,145;51,295
Jun 9, 2019;12:00 AM;12:00 AM;988,155.5;552,831.75;33,285
Jun 10, 2019;12:00 AM;12:00 AM;1,027,855.75;652,732;29,727.75
Jun 11, 2019;12:00 AM;12:00 AM;1,339,258;1,028,408;26,743.5
Jun 12, 2019;12:00 AM;12:00 AM;1,402,164.5;1,065,651.75;35,330.75
Jun 13, 2019;12:00 AM;12:00 AM;1,380,376.5;885,222;36,632.25
Jun 14, 2019;12:00 AM;12:00 AM;1,367,695.5;961,450.5;27,018.5
Jun 15, 2019;12:00 AM;12:00 AM;1,165,269.75;628,678;42,770
Jun 16, 2019;12:00 AM;12:00 AM;1,063,426;798,116.75;43,964
Jun 17, 2019;12:00 AM;12:00 AM;1,352,489;1,031,840.25;26,966.25
Jun 18, 2019;12:00 AM;12:00 AM;1,408,781.25;1,050,176.25;27,443.25
Jun 19, 2019;12:00 AM;12:00 AM;1,404,025.5;1,028,310.25;32,490.75
Jun 20, 2019;12:00 AM;12:00 AM;1,190,298;875,521.25;31,194.25
Jun 21, 2019;12:00 AM;12:00 AM;1,252,166.5;956,831;18,573.5
Jun 22, 2019;12:00 AM;12:00 AM;1,123,745;775,391;21,398.5
Jun 23, 2019;12:00 AM;12:00 AM;1,050,391.5;567,126.25;47,740.75
Jun 24, 2019;12:00 AM;12:00 AM;1,384,405.25;786,598.75;26,521
Jun 25, 2019;12:00 AM;12:00 AM;1,441,743.5;974,390;34,489
Jun 26, 2019;12:00 AM;12:00 AM;1,455,925;938,288.5;36,123
Jun 27, 2019;12:00 AM;12:00 AM;1,432,253.75;848,602.25;38,069.25
Jun 28, 2019;12:00 AM;12:00 AM;1,365,545.75;1,022,129.25;28,426.5
Jun 29, 2019;12:00 AM;12:00 AM;1,165,666;834,715.5;31,351
Jun 30, 2019;12:00 AM;12:00 AM;1,091,477.75;490,660;49,675.5
Jul 1, 2019;12:00 AM;12:00 AM;1,442,132.5;861,938.5;33,226.5
Jul 2, 2019;12:00 AM;12:00 AM;1,437,345.75;819,600.5;30,316.25
Jul 3, 2019;12:00 AM;12:00 AM;1,421,668;915,316;27,073.75
Jul 4, 2019;12:00 AM;12:00 AM;1,428,743.75;882,694.5;26,911
Jul 5, 2019;12:00 AM;12:00 AM;1,405,197;915,544.5;30,935
Jul 6, 2019;12:00 AM;12:00 AM;1,191,299.25;668,328;26,815.25
Jul 7, 2019;12:00 AM;12:00 AM;1,102,581.5;564,299.5;49,278
Jul 8, 2019;12:00 AM;12:00 AM;1,361,050;934,345.5;16,347
Jul 9, 2019;12:00 AM;12:00 AM;1,388,129.25;970,062;24,809
Jul 10, 2019;12:00 AM;12:00 AM;1,382,672.5;1,022,178;24,582
Jul 11, 2019;12:00 AM;12:00 AM;1,380,750.25;1,204,793;16,506
Jul 12, 2019;12:00 AM;12:00 AM;1,365,045.5;1,133,558;27,666.25
Jul 13, 2019;12:00 AM;12:00 AM;1,161,357;823,960.25;23,907
Jul 14, 2019;12:00 AM;12:00 AM;1,053,058;778,452.5;25,550.75
Jul 15, 2019;12:00 AM;12:00 AM;1,339,274;991,563;17,055.75
Jul 16, 2019;12:00 AM;12:00 AM;1,381,597.75;960,343;19,642.75
Jul 17, 2019;12:00 AM;12:00 AM;1,358,794.25;1,106,908.5;18,867.5
Jul 18, 2019;12:00 AM;12:00 AM;1,362,770.25;1,076,151.25;24,658.75
Jul 19, 2019;12:00 AM;12:00 AM;1,349,359;1,108,873.75;20,534.25
Jul 20, 2019;12:00 AM;12:00 AM;1,165,887.5;720,562.75;27,904.75
Jul 21, 2019;12:00 AM;12:00 AM;1,073,326;604,731.75;42,427
Jul 22, 2019;12:00 AM;12:00 AM;1,343,108;982,292;17,841.5
Jul 23, 2019;12:00 AM;12:00 AM;1,389,801.75;1,075,311.75;21,676
Jul 24, 2019;12:00 AM;12:00 AM;1,412,769;1,030,156.5;32,279
Jul 25, 2019;12:00 AM;12:00 AM;1,425,357.5;1,036,414.5;30,940
Jul 26, 2019;12:00 AM;12:00 AM;1,413,655.5;831,460.25;26,430
Jul 27, 2019;12:00 AM;12:00 AM;1,202,740.5;595,209;20,863.25
Jul 28, 2019;12:00 AM;12:00 AM;1,091,266.25;720,201;36,367.75
Jul 29, 2019;12:00 AM;12:00 AM;1,341,617.25;1,097,384;11,874.75
Jul 30, 2019;12:00 AM;12:00 AM;1,384,897;1,131,622.25;23,219.5
Jul 31, 2019;12:00 AM;12:00 AM;1,378,468;1,090,684.75;32,331.75
Aug 1, 2019;12:00 AM;12:00 AM;1,344,923;1,087,051.25;20,480
Aug 2, 2019;12:00 AM;12:00 AM;1,318,601;1,097,350.25;17,327.5
Aug 3, 2019;12:00 AM;12:00 AM;1,117,649;860,367;26,366.75
Aug 4, 2019;12:00 AM;12:00 AM;1,026,220.75;765,147.5;40,169.75
Aug 5, 2019;12:00 AM;12:00 AM;1,282,610;1,034,894.25;13,922
Aug 6, 2019;12:00 AM;12:00 AM;1,337,919;1,013,721.5;24,696.5
Aug 7, 2019;12:00 AM;12:00 AM;1,345,356.5;1,043,214.5;17,567.5
Aug 8, 2019;12:00 AM;12:00 AM;1,360,360.25;824,602.25;28,862.5
Aug 9, 2019;12:00 AM;12:00 AM;1,343,155.25;988,889.5;11,681.5
Aug 10, 2019;12:00 AM;12:00 AM;1,191,040.75;456,927;37,109.75
Aug 11, 2019;12:00 AM;12:00 AM;1,082,999.5;475,419;43,155.25
Aug 12, 2019;12:00 AM;12:00 AM;1,318,437.75;914,557.5;24,547.25
Aug 13, 2019;12:00 AM;12:00 AM;1,346,537.25;927,190;30,848.5
Aug 14, 2019;12:00 AM;12:00 AM;1,328,116.5;954,415;21,786.5
Aug 15, 2019;12:00 AM;12:00 AM;1,331,722.25;825,654.5;35,546.75
Aug 16, 2019;12:00 AM;12:00 AM;1,294,886.75;895,852.25;20,892.75
Aug 17, 2019;12:00 AM;12:00 AM;1,147,104;633,904.25;36,957.75
Aug 18, 2019;12:00 AM;12:00 AM;1,055,180.75;625,311;47,361.75
Aug 19, 2019;12:00 AM;12:00 AM;1,335,633;871,404.5;25,217
Aug 20, 2019;12:00 AM;12:00 AM;1,339,175.5;1,082,198;25,962.25
Aug 21, 2019;12:00 AM;12:00 AM;1,326,890;1,050,911;31,653.5
Aug 22, 2019;12:00 AM;12:00 AM;1,331,420.5;969,476.25;32,620
Aug 23, 2019;12:00 AM;12:00 AM;1,314,337.25;1,007,008;22,683.5
Aug 24, 2019;12:00 AM;12:00 AM;1,132,548;763,099.5;27,831.25
Aug 25, 2019;12:00 AM;12:00 AM;1,057,868.5;722,406.75;39,703.75
Aug 26, 2019;12:00 AM;12:00 AM;1,360,638.25;1,090,645;24,847
Aug 27, 2019;12:00 AM;12:00 AM;1,419,984;1,132,526.5;36,929
Aug 28, 2019;12:00 AM;12:00 AM;1,430,245.75;1,158,523.25;37,275.25
Aug 29, 2019;12:00 AM;12:00 AM;1,403,882;1,157,682.5;30,750.25
Aug 30, 2019;12:00 AM;12:00 AM;1,366,166.5;1,114,618.5;30,870.75
Aug 31, 2019;12:00 AM;12:00 AM;1,163,098;819,094.25;26,724
Sep 1, 2019;12:00 AM;12:00 AM;1,073,901.5;670,852.25;45,953.25
Sep 2, 2019;12:00 AM;12:00 AM;1,327,586.75;963,180;21,243.5
Sep 3, 2019;12:00 AM;12:00 AM;1,378,609.5;878,938;35,311
Sep 4, 2019;12:00 AM;12:00 AM;1,373,571;882,357.5;31,982.5
Sep 5, 2019;12:00 AM;12:00 AM;1,409,197.5;818,601.25;33,593
Sep 6, 2019;12:00 AM;12:00 AM;1,361,990.25;895,091.75;30,363.5
Sep 7, 2019;12:00 AM;12:00 AM;1,141,451.5;935,954.75;22,929.5
Sep 8, 2019;12:00 AM;12:00 AM;1,055,590.25;925,741.5;32,119
Sep 9, 2019;12:00 AM;12:00 AM;1,345,678.5;1,164,379.75;28,083.25
Sep 10, 2019;12:00 AM;12:00 AM;1,390,344.5;929,102.5;28,180.25
Sep 11, 2019;12:00 AM;12:00 AM;1,409,013.5;890,493;29,345
Sep 12, 2019;12:00 AM;12:00 AM;1,407,537.75;974,091;24,511.5
Sep 13, 2019;12:00 AM;12:00 AM;1,400,824.5;925,641.75;28,333.75
Sep 14, 2019;12:00 AM;12:00 AM;1,158,659;867,227.25;22,431.25
Sep 15, 2019;12:00 AM;12:00 AM;1,112,300.75;511,694.5;48,140
Sep 16, 2019;12:00 AM;12:00 AM;1,377,187;1,077,108.25;13,239.5
Sep 17, 2019;12:00 AM;12:00 AM;1,446,406;759,983.25;37,198
Sep 18, 2019;12:00 AM;12:00 AM;1,422,889.25;792,971.75;32,228.5
Sep 19, 2019;12:00 AM;12:00 AM;1,383,665.25;1,010,998.5;18,972
Sep 20, 2019;12:00 AM;12:00 AM;1,359,106.5;1,071,452.25;22,330.75
Sep 21, 2019;12:00 AM;12:00 AM;1,152,580;796,366.75;28,593.5
Sep 22, 2019;12:00 AM;12:00 AM;1,071,333;676,280;39,733.25
Sep 23, 2019;12:00 AM;12:00 AM;1,391,469.25;1,122,277;19,952.75
Sep 24, 2019;12:00 AM;12:00 AM;1,402,823.75;1,173,194.5;29,409.5
Sep 25, 2019;12:00 AM;12:00 AM;1,406,150.75;1,165,354.25;29,490
Sep 26, 2019;12:00 AM;12:00 AM;1,427,496.25;1,096,653.25;25,450
Sep 27, 2019;12:00 AM;12:00 AM;1,411,651.25;959,174.5;25,230.75
Sep 28, 2019;12:00 AM;12:00 AM;1,216,308.25;453,144.25;43,008.25
Sep 29, 2019;12:00 AM;12:00 AM;1,145,333.25;365,062.5;50,149.5
Sep 30, 2019;12:00 AM;12:00 AM;1,445,521.75;559,570.75;39,504.75
Oct 1, 2019;12:00 AM;12:00 AM;1,449,582.5;950,936;28,368.5
Oct 2, 2019;12:00 AM;12:00 AM;1,432,150.25;908,713.75;37,717.75
Oct 3, 2019;12:00 AM;12:00 AM;1,146,788.25;788,808;30,105.25
Oct 4, 2019;12:00 AM;12:00 AM;1,266,812.5;940,354;27,028.25
Oct 5, 2019;12:00 AM;12:00 AM;1,186,881.5;800,032.25;32,377.5
Oct 6, 2019;12:00 AM;12:00 AM;1,124,888.75;705,078;41,034.25
Oct 7, 2019;12:00 AM;12:00 AM;1,392,723.25;1,104,021;20,838
Oct 8, 2019;12:00 AM;12:00 AM;1,468,038.75;888,584.25;29,548.25
Oct 9, 2019;12:00 AM;12:00 AM;1,470,766.5;856,391.5;29,589
Oct 10, 2019;12:00 AM;12:00 AM;1,482,955.75;741,382.75;35,490.25
Oct 11, 2019;12:00 AM;12:00 AM;1,494,467.25;586,749.75;40,316.5
Oct 12, 2019;12:00 AM;12:00 AM;1,250,499.5;533,808.5;44,290
Oct 13, 2019;12:00 AM;12:00 AM;1,123,381;570,942.25;36,214.5
Oct 14, 2019;12:00 AM;12:00 AM;1,411,217;942,292.75;24,984
Oct 15, 2019;12:00 AM;12:00 AM;1,450,228.25;1,122,185.25;27,488
Oct 16, 2019;12:00 AM;12:00 AM;1,469,783;979,386.75;35,748.25
Oct 17, 2019;12:00 AM;12:00 AM;1,459,171.75;1,056,252.5;28,329.5
Oct 18, 2019;12:00 AM;12:00 AM;1,454,872.75;856,616.75;31,718.5
Oct 19, 2019;12:00 AM;12:00 AM;1,247,524.75;732,894.75;25,971.75
Oct 20, 2019;12:00 AM;12:00 AM;1,109,395.75;887,542.25;27,516.75
Oct 21, 2019;12:00 AM;12:00 AM;1,407,082.75;1,170,327;34,676.75
Oct 22, 2019;12:00 AM;12:00 AM;1,441,990.75;1,203,561.5;39,814.75
Oct 23, 2019;12:00 AM;12:00 AM;1,440,721.75;1,209,725.25;33,873.75
Oct 24, 2019;12:00 AM;12:00 AM;1,454,548.75;1,127,394.5;33,905.25
Oct 25, 2019;12:00 AM;12:00 AM;1,454,251.25;847,318.25;33,508.5
Oct 26, 2019;12:00 AM;12:00 AM;1,278,917.5;469,066.25;40,352
Oct 27, 2019;12:00 AM;12:00 AM;1,225,924;541,323;36,778.25
Oct 28, 2019;12:00 AM;12:00 AM;1,450,088.75;1,091,186.5;31,530.75
Oct 29, 2019;12:00 AM;12:00 AM;1,471,864.25;1,279,583.25;29,398
Oct 30, 2019;12:00 AM;12:00 AM;1,465,490;1,261,556.25;31,553.25
Oct 31, 2019;12:00 AM;12:00 AM;1,377,782.5;1,092,347.75;31,134.5
Nov 1, 2019;12:00 AM;12:00 AM;1,267,386.75;804,684.25;15,559
Nov 2, 2019;12:00 AM;12:00 AM;1,225,786;588,268.75;41,794.75
Nov 3, 2019;12:00 AM;12:00 AM;1,128,932.25;789,135.75;41,637
Nov 4, 2019;12:00 AM;12:00 AM;1,428,402.75;1,117,015;33,375.5
Nov 5, 2019;12:00 AM;12:00 AM;1,479,995.5;1,226,625;30,516.5
Nov 6, 2019;12:00 AM;12:00 AM;1,490,252;1,347,935.5;30,962.75
Nov 7, 2019;12:00 AM;12:00 AM;1,508,656.25;1,171,328.25;33,990.75
Nov 8, 2019;12:00 AM;12:00 AM;1,471,655.25;1,283,920.25;26,969.25
Nov 9, 2019;12:00 AM;12:00 AM;1,270,443.5;1,080,136;25,581
Nov 10, 2019;12:00 AM;12:00 AM;1,187,360.25;990,860.5;27,619.75
Nov 11, 2019;12:00 AM;12:00 AM;1,524,621.25;1,070,509.75;26,696
Nov 12, 2019;12:00 AM;12:00 AM;1,566,814.25;1,002,764;36,083.5
Nov 13, 2019;12:00 AM;12:00 AM;1,529,634.25;1,139,221.5;29,979.25
Nov 14, 2019;12:00 AM;12:00 AM;1,519,463.75;1,111,533.75;28,575.75
Nov 15, 2019;12:00 AM;12:00 AM;1,535,931.75;1,017,595;28,627.75
Nov 16, 2019;12:00 AM;12:00 AM;1,317,145;966,150.75;30,574.25
Nov 17, 2019;12:00 AM;12:00 AM;1,229,473;906,799.75;32,544.75
Nov 18, 2019;12:00 AM;12:00 AM;1,531,251.75;1,107,987.5;35,077
Nov 19, 2019;12:00 AM;12:00 AM;1,582,176.25;1,132,668.5;34,095.75
Nov 20, 2019;12:00 AM;12:00 AM;1,523,513;1,465,237;29,058
Nov 21, 2019;12:00 AM;12:00 AM;1,540,305.75;1,390,830.25;30,689.75
Nov 22, 2019;12:00 AM;12:00 AM;1,531,994;1,230,888;27,194
Nov 23, 2019;12:00 AM;12:00 AM;1,338,150.5;669,749.25;39,303
Nov 24, 2019;12:00 AM;12:00 AM;1,213,059.25;864,312.5;22,301
Nov 25, 2019;12:00 AM;12:00 AM;1,494,586.25;1,419,838.25;25,083.25
Nov 26, 2019;12:00 AM;12:00 AM;1,545,104.25;1,294,791.75;26,666.5
Nov 27, 2019;12:00 AM;12:00 AM;1,587,512.25;1,041,680.75;27,375
Nov 28, 2019;12:00 AM;12:00 AM;1,598,290;717,320.5;42,297.75
Nov 29, 2019;12:00 AM;12:00 AM;1,544,662;875,702.25;32,725.25
Nov 30, 2019;12:00 AM;12:00 AM;1,289,316;1,038,336.5;27,598.5
Dec 1, 2019;12:00 AM;12:00 AM;1,229,759.5;1,075,561.25;29,786.5
Dec 2, 2019;12:00 AM;12:00 AM;1,494,209.25;1,118,327.25;30,222.75
Dec 3, 2019;12:00 AM;12:00 AM;1,571,023.75;1,269,087.5;32,509.75
Dec 4, 2019;12:00 AM;12:00 AM;1,578,990.75;1,230,109.5;27,943
Dec 5, 2019;12:00 AM;12:00 AM;1,609,452.5;1,143,173;28,339.75
Dec 6, 2019;12:00 AM;12:00 AM;1,620,745.5;742,588;33,389.25
Dec 7, 2019;12:00 AM;12:00 AM;1,380,652;510,139.75;44,169
Dec 8, 2019;12:00 AM;12:00 AM;1,295,017.5;358,216.25;55,844.25
Dec 9, 2019;12:00 AM;12:00 AM;1,556,998.75;774,942.25;36,082.75
Dec 10, 2019;12:00 AM;12:00 AM;1,588,396;995,905.25;40,612
Dec 11, 2019;12:00 AM;12:00 AM;1,609,499.5;1,127,925.5;33,702
Dec 12, 2019;12:00 AM;12:00 AM;1,580,977.75;1,178,315.5;35,258
Dec 13, 2019;12:00 AM;12:00 AM;1,559,147.25;975,778.25;35,779.5
Dec 14, 2019;12:00 AM;12:00 AM;1,363,076.75;509,876.25;33,476.5
Dec 15, 2019;12:00 AM;12:00 AM;1,282,926.25;392,565.5;55,786.75
Dec 16, 2019;12:00 AM;12:00 AM;1,492,410.5;1,006,313.25;23,997.5
Dec 17, 2019;12:00 AM;12:00 AM;1,494,127.75;932,629.25;41,353.75
Dec 18, 2019;12:00 AM;12:00 AM;1,482,764.25;1,029,942;37,497.25
Dec 19, 2019;12:00 AM;12:00 AM;1,462,555.5;864,666;39,637.25
Dec 20, 2019;12:00 AM;12:00 AM;1,393,339;714,089.5;39,025.25
Dec 21, 2019;12:00 AM;12:00 AM;1,225,113.25;756,785.25;36,635
Dec 22, 2019;12:00 AM;12:00 AM;1,158,955.75;725,930.25;42,019.5
Dec 23, 2019;12:00 AM;12:00 AM;1,250,633;623,640.75;45,231.5
Dec 24, 2019;12:00 AM;12:00 AM;1,135,620;649,433;43,075.75
Dec 25, 2019;12:00 AM;12:00 AM;1,063,906.75;749,970.25;38,850.25
Dec 26, 2019;12:00 AM;12:00 AM;1,060,166;893,790.5;36,666
Dec 27, 2019;12:00 AM;12:00 AM;1,171,498.75;1,003,682.5;35,874.25
Dec 28, 2019;12:00 AM;12:00 AM;1,154,537.75;965,371.75;30,292.75
Dec 29, 2019;12:00 AM;12:00 AM;1,124,157;728,451.75;33,902.75
Dec 30, 2019;12:00 AM;12:00 AM;1,247,911.75;528,769;40,809.5
Dec 31, 2019;12:00 AM;12:00 AM;1,167,075.5;681,369.75;41,933.5
Jan 1, 2020;12:00 AM;12:00 AM;1,090,497.75;821,880.75;38,857.25
Jan 2, 2020;12:00 AM;12:00 AM;1,329,185.5;897,088;35,959.25
Jan 3, 2020;12:00 AM;12:00 AM;1,383,652;587,597.25;46,921.5
Jan 4, 2020;12:00 AM;12:00 AM;1,304,336.75;488,660;34,864.5
Jan 5, 2020;12:00 AM;12:00 AM;1,186,738.5;844,286.75;27,241.5
Jan 6, 2020;12:00 AM;12:00 AM;1,386,468.75;953,659;37,588.75
Jan 7, 2020;12:00 AM;12:00 AM;1,533,266;1,027,985.5;39,579
Jan 8, 2020;12:00 AM;12:00 AM;1,569,440.5;984,506.5;36,459.75
Jan 9, 2020;12:00 AM;12:00 AM;1,541,835;987,349;29,939.5
Jan 10, 2020;12:00 AM;12:00 AM;1,522,750.5;880,800.75;37,749.25
Jan 11, 2020;12:00 AM;12:00 AM;1,328,328.25;774,834.5;27,918.5
Jan 12, 2020;12:00 AM;12:00 AM;1,290,395.5;472,964.25;32,576.25
Jan 13, 2020;12:00 AM;12:00 AM;1,536,658.5;1,051,393.75;34,135.75
Jan 14, 2020;12:00 AM;12:00 AM;1,616,372.75;664,165.25;41,330.25
Jan 15, 2020;12:00 AM;12:00 AM;1,585,224.5;674,799.25;39,004.25
Jan 16, 2020;12:00 AM;12:00 AM;1,544,507.25;1,020,559.5;41,816.75
Jan 17, 2020;12:00 AM;12:00 AM;1,545,440.75;915,076.5;39,859
Jan 18, 2020;12:00 AM;12:00 AM;1,342,561;789,374.75;34,198.75
Jan 19, 2020;12:00 AM;12:00 AM;1,228,622.75;916,427.25;28,502.75
Jan 20, 2020;12:00 AM;12:00 AM;1,527,694.75;1,264,793;37,836.25
Jan 21, 2020;12:00 AM;12:00 AM;1,593,448.25;1,163,297.5;29,130.75
Jan 22, 2020;12:00 AM;12:00 AM;1,595,170.5;1,324,684;40,556.5
Jan 23, 2020;12:00 AM;12:00 AM;1,586,250.5;1,447,621.5;37,257
Jan 24, 2020;12:00 AM;12:00 AM;1,567,954;1,320,627.75;37,383.75
Jan 25, 2020;12:00 AM;12:00 AM;1,356,084.75;1,155,602;20,165.25
Jan 26, 2020;12:00 AM;12:00 AM;1,233,231.75;966,475;24,070.75
Jan 27, 2020;12:00 AM;12:00 AM;1,547,982.5;955,474;49,575.5
Jan 28, 2020;12:00 AM;12:00 AM;1,604,947.5;769,303.25;41,670.75
Jan 29, 2020;12:00 AM;12:00 AM;1,646,024;767,421;40,183.75
Jan 30, 2020;12:00 AM;12:00 AM;1,614,770.25;736,248.75;44,395.75
Jan 31, 2020;12:00 AM;12:00 AM;1,565,505.75;635,491;45,409.25
Feb 1, 2020;12:00 AM;12:00 AM;1,364,702.75;420,580;54,267
Feb 2, 2020;12:00 AM;12:00 AM;1,251,985;649,908.75;44,174.25
Feb 3, 2020;12:00 AM;12:00 AM;1,529,076;848,925.5;42,349.5
Feb 4, 2020;12:00 AM;12:00 AM;1,605,466.25;874,365.5;39,571.5
Feb 5, 2020;12:00 AM;12:00 AM;1,578,123;1,112,617.25;35,917.5
Feb 6, 2020;12:00 AM;12:00 AM;1,583,429.75;1,220,468.75;38,438.5
Feb 7, 2020;12:00 AM;12:00 AM;1,522,651.25;1,220,949.75;41,594
Feb 8, 2020;12:00 AM;12:00 AM;1,332,553.5;806,416;28,815
Feb 9, 2020;12:00 AM;12:00 AM;1,285,373.75;376,338.75;45,301.5
Feb 10, 2020;12:00 AM;12:00 AM;1,586,651.75;572,322.75;47,564
Feb 11, 2020;12:00 AM;12:00 AM;1,644,974.25;563,633.5;44,451.5
Feb 12, 2020;12:00 AM;12:00 AM;1,636,201.25;634,085.25;40,270
Feb 13, 2020;12:00 AM;12:00 AM;1,614,076.75;977,720.5;43,388.5
Feb 14, 2020;12:00 AM;12:00 AM;1,521,436.75;1,210,750.75;38,845.25
Feb 15, 2020;12:00 AM;12:00 AM;1,333,257.75;565,028.5;36,156.75
Feb 16, 2020;12:00 AM;12:00 AM;1,287,770.25;308,350.5;41,184.25
Feb 17, 2020;12:00 AM;12:00 AM;1,549,141.75;646,556.75;45,041.5
Feb 18, 2020;12:00 AM;12:00 AM;1,598,427;607,318.75;45,026
Feb 19, 2020;12:00 AM;12:00 AM;1,580,294;714,046.75;42,725.5
Feb 20, 2020;12:00 AM;12:00 AM;1,558,622.5;774,226.25;31,784.75
Feb 21, 2020;12:00 AM;12:00 AM;1,543,946.25;586,202.5;44,773
Feb 22, 2020;12:00 AM;12:00 AM;1,366,747.75;300,712.5;47,103.25
Feb 23, 2020;12:00 AM;12:00 AM;1,256,545.5;361,589.25;45,711
