Date;Start;End;Total (grid load) [MWh] Calculated resolutions;Residual load [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions
May 21, 2018;12:00 AM;12:00 AM;1,074,362.75;440,470.5;57,085.25
May 22, 2018;12:00 AM;12:00 AM;1,381,063.75;996,016;24,842.5
May 23, 2018;12:00 AM;12:00 AM;1,437,866.75;1,017,232;38,513.25
May 24, 2018;12:00 AM;12:00 AM;1,455,184.25;959,615.25;32,721.75
May 25, 2018;12:00 AM;12:00 AM;1,419,862.75;950,922.25;34,909.25
May 26, 2018;12:00 AM;12:00 AM;1,205,044.5;845,994;31,539.25
May 27, 2018;12:00 AM;12:00 AM;1,100,481.75;740,619;54,112.75
May 28, 2018;12:00 AM;12:00 AM;1,420,998.75;1,022,086.5;19,799
May 29, 2018;12:00 AM;12:00 AM;1,464,564.5;974,607;40,031.25
May 30, 2018;12:00 AM;12:00 AM;1,433,399.75;1,110,452.5;28,066.25
May 31, 2018;12:00 AM;12:00 AM;1,251,888.5;931,013.75;35,489
Jun 1, 2018;12:00 AM;12:00 AM;1,318,399.25;1,019,834.75;30,075
Jun 2, 2018;12:00 AM;12:00 AM;1,169,852;910,024;15,884.5
Jun 3, 2018;12:00 AM;12:00 AM;1,074,054.5;837,535.5;47,677
Jun 4, 2018;12:00 AM;12:00 AM;1,389,459.5;1,070,922.75;14,003
Jun 5, 2018;12:00 AM;12:00 AM;1,434,556.25;1,140,421;25,959.75
Jun 6, 2018;12:00 AM;12:00 AM;1,453,896.75;1,012,939;36,073.25
Jun 7, 2018;12:00 AM;12:00 AM;1,453,601.25;1,106,640.5;23,464.75
Jun 8, 2018;12:00 AM;12:00 AM;1,428,687.25;1,154,744.75;25,896.25
Jun 9, 2018;12:00 AM;12:00 AM;1,223,534.75;944,440.75;16,502.25
Jun 10, 2018;12:00 AM;12:00 AM;1,104,430;825,811.25;49,122.75
Jun 11, 2018;12:00 AM;12:00 AM;1,436,745.5;1,091,203.5;17,197
Jun 12, 2018;12:00 AM;12:00 AM;1,450,667;1,110,396.75;30,325.25
Jun 13, 2018;12:00 AM;12:00 AM;1,438,883.75;1,126,532.5;26,011.75
Jun 14, 2018;12:00 AM;12:00 AM;1,438,511.25;1,042,846;30,956.5
Jun 15, 2018;12:00 AM;12:00 AM;1,411,192.25;1,186,290.5;19,343.75
Jun 16, 2018;12:00 AM;12:00 AM;1,192,190.75;929,431;19,347.25
Jun 17, 2018;12:00 AM;12:00 AM;1,089,970.75;706,611;50,991.25
Jun 18, 2018;12:00 AM;12:00 AM;1,413,108;1,057,524.75;17,084
Jun 19, 2018;12:00 AM;12:00 AM;1,466,885.25;1,097,337.25;24,731.25
Jun 20, 2018;12:00 AM;12:00 AM;1,467,840.5;1,061,279;29,062.25
Jun 21, 2018;12:00 AM;12:00 AM;1,482,940.5;811,221;52,905.25
Jun 22, 2018;12:00 AM;12:00 AM;1,434,533.5;692,567.25;37,436.75
Jun 23, 2018;12:00 AM;12:00 AM;1,199,012;560,279.5;47,610.5
Jun 24, 2018;12:00 AM;12:00 AM;1,071,918.25;708,259.5;41,103.5
Jun 25, 2018;12:00 AM;12:00 AM;1,394,140;1,037,520.5;19,655
Jun 26, 2018;12:00 AM;12:00 AM;1,416,181.25;1,148,972.75;22,919.5
Jun 27, 2018;12:00 AM;12:00 AM;1,418,567.25;1,068,789.75;23,957.5
Jun 28, 2018;12:00 AM;12:00 AM;1,440,380;1,071,054.25;22,345.75
Jun 29, 2018;12:00 AM;12:00 AM;1,419,141.75;1,011,103.75;29,015.5
Jun 30, 2018;12:00 AM;12:00 AM;1,191,701;706,482.75;38,810.25
Jul 1, 2018;12:00 AM;12:00 AM;1,081,028;537,522.75;51,855
Jul 2, 2018;12:00 AM;12:00 AM;1,391,561.75;979,775.75;17,855
Jul 3, 2018;12:00 AM;12:00 AM;1,442,748;1,111,796.25;21,333.25
Jul 4, 2018;12:00 AM;12:00 AM;1,449,918;1,207,031.5;17,141.75
Jul 5, 2018;12:00 AM;12:00 AM;1,456,236;1,152,622.75;24,717.75
Jul 6, 2018;12:00 AM;12:00 AM;1,441,871;999,035.25;20,056.75
Jul 7, 2018;12:00 AM;12:00 AM;1,206,949.5;675,180.25;38,356.25
Jul 8, 2018;12:00 AM;12:00 AM;1,080,675.75;685,551.25;42,404.5
Jul 9, 2018;12:00 AM;12:00 AM;1,382,068.5;901,605.25;23,301
Jul 10, 2018;12:00 AM;12:00 AM;1,387,295;1,085,162.75;18,708.25
Jul 11, 2018;12:00 AM;12:00 AM;1,382,192;1,128,193.5;18,224.75
Jul 12, 2018;12:00 AM;12:00 AM;1,392,975;1,074,133;21,531.75
Jul 13, 2018;12:00 AM;12:00 AM;1,371,282.5;1,013,177;20,029.5
Jul 14, 2018;12:00 AM;12:00 AM;1,165,606.5;867,466.5;15,626
Jul 15, 2018;12:00 AM;12:00 AM;1,059,533.75;791,654;31,759.75
Jul 16, 2018;12:00 AM;12:00 AM;1,341,619.25;1,080,443;8,677.5
Jul 17, 2018;12:00 AM;12:00 AM;1,388,514.5;1,064,042;12,533.25
Jul 18, 2018;12:00 AM;12:00 AM;1,403,032.5;963,124.25;15,058
Jul 19, 2018;12:00 AM;12:00 AM;1,390,890;1,040,048.25;11,565
Jul 20, 2018;12:00 AM;12:00 AM;1,358,023.25;1,072,201;13,084.25
Jul 21, 2018;12:00 AM;12:00 AM;1,157,853.75;947,255;7,656
Jul 22, 2018;12:00 AM;12:00 AM;1,068,034.25;856,937.75;33,468.75
Jul 23, 2018;12:00 AM;12:00 AM;1,366,034.75;1,121,627.25;12,922.25
Jul 24, 2018;12:00 AM;12:00 AM;1,408,588.75;1,151,095.25;15,001.5
Jul 25, 2018;12:00 AM;12:00 AM;1,430,633.75;1,149,489;22,653
Jul 26, 2018;12:00 AM;12:00 AM;1,431,494.25;1,066,297;19,067.25
Jul 27, 2018;12:00 AM;12:00 AM;1,418,512.25;970,490;20,439
Jul 28, 2018;12:00 AM;12:00 AM;1,214,138.25;798,977.5;18,950
Jul 29, 2018;12:00 AM;12:00 AM;1,081,520.75;742,652.75;52,686.25
Jul 30, 2018;12:00 AM;12:00 AM;1,375,865.75;1,075,854.5;13,226.75
Jul 31, 2018;12:00 AM;12:00 AM;1,417,207.25;1,070,388.75;25,702.25
Aug 1, 2018;12:00 AM;12:00 AM;1,415,061;1,135,832.5;19,457.5
Aug 2, 2018;12:00 AM;12:00 AM;1,418,800.75;1,144,609.75;25,139.5
Aug 3, 2018;12:00 AM;12:00 AM;1,399,961.5;1,122,379.5;27,075.25
Aug 4, 2018;12:00 AM;12:00 AM;1,209,111.5;911,134.75;11,912.75
Aug 5, 2018;12:00 AM;12:00 AM;1,105,957.5;709,768.25;49,077.75
Aug 6, 2018;12:00 AM;12:00 AM;1,369,954.25;1,064,957.5;16,767.5
Aug 7, 2018;12:00 AM;12:00 AM;1,414,342;1,088,003.5;24,057.5
Aug 8, 2018;12:00 AM;12:00 AM;1,444,828.25;972,909.75;36,414.25
Aug 9, 2018;12:00 AM;12:00 AM;1,425,449;996,734.5;26,074
Aug 10, 2018;12:00 AM;12:00 AM;1,391,009.75;794,629.25;38,251
Aug 11, 2018;12:00 AM;12:00 AM;1,185,330.25;592,985.75;45,457.5
Aug 12, 2018;12:00 AM;12:00 AM;1,062,668;714,007;31,808.5
Aug 13, 2018;12:00 AM;12:00 AM;1,353,959.5;1,061,598.25;20,281.5
Aug 14, 2018;12:00 AM;12:00 AM;1,380,874;946,918.5;31,168
Aug 15, 2018;12:00 AM;12:00 AM;1,339,788.5;1,074,357.75;25,186
Aug 16, 2018;12:00 AM;12:00 AM;1,369,857.25;1,007,715.5;22,454.75
Aug 17, 2018;12:00 AM;12:00 AM;1,360,004;1,056,452.5;20,220.5
Aug 18, 2018;12:00 AM;12:00 AM;1,179,485;837,075.75;27,824.25
Aug 19, 2018;12:00 AM;12:00 AM;1,088,634.75;720,951.25;39,857
Aug 20, 2018;12:00 AM;12:00 AM;1,375,968.5;1,047,675.75;16,227.75
Aug 21, 2018;12:00 AM;12:00 AM;1,385,420.75;1,173,969;29,165.5
Aug 22, 2018;12:00 AM;12:00 AM;1,411,518;1,117,123.25;27,491
Aug 23, 2018;12:00 AM;12:00 AM;1,425,009.25;1,125,529;25,406.75
Aug 24, 2018;12:00 AM;12:00 AM;1,403,209.25;970,845.25;33,016.25
Aug 25, 2018;12:00 AM;12:00 AM;1,183,875.5;800,265.75;27,590
Aug 26, 2018;12:00 AM;12:00 AM;1,074,934;677,505.5;43,793.75
Aug 27, 2018;12:00 AM;12:00 AM;1,416,226.75;774,199.25;35,761.5
Aug 28, 2018;12:00 AM;12:00 AM;1,398,797;1,132,392;19,542.25
Aug 29, 2018;12:00 AM;12:00 AM;1,416,927.25;1,068,562;28,184.25
Aug 30, 2018;12:00 AM;12:00 AM;1,428,877.5;1,013,847;33,156
Aug 31, 2018;12:00 AM;12:00 AM;1,375,348.75;1,105,568.25;22,905.5
Sep 1, 2018;12:00 AM;12:00 AM;1,163,909.5;947,726;16,312.25
Sep 2, 2018;12:00 AM;12:00 AM;1,084,433.25;838,818.25;35,649.25
Sep 3, 2018;12:00 AM;12:00 AM;1,395,458.75;1,131,913.5;20,905.75
Sep 4, 2018;12:00 AM;12:00 AM;1,412,936.5;1,189,569.75;34,365.75
Sep 5, 2018;12:00 AM;12:00 AM;1,401,736.5;1,162,923.75;32,732.25
Sep 6, 2018;12:00 AM;12:00 AM;1,416,087.5;1,155,915.75;32,625.75
Sep 7, 2018;12:00 AM;12:00 AM;1,401,293;1,096,253.75;33,013.25
Sep 8, 2018;12:00 AM;12:00 AM;1,201,574;747,923.75;36,820
Sep 9, 2018;12:00 AM;12:00 AM;1,075,153.75;762,358;41,681.75
Sep 10, 2018;12:00 AM;12:00 AM;1,386,180.5;1,068,831;25,082.25
Sep 11, 2018;12:00 AM;12:00 AM;1,463,556.25;882,889.75;44,177.5
Sep 12, 2018;12:00 AM;12:00 AM;1,443,137;1,059,047.25;25,227
Sep 13, 2018;12:00 AM;12:00 AM;1,411,773;1,263,184;23,636.5
Sep 14, 2018;12:00 AM;12:00 AM;1,395,662.25;1,158,046.5;32,012.75
Sep 15, 2018;12:00 AM;12:00 AM;1,196,929.5;818,123.5;35,312.75
Sep 16, 2018;12:00 AM;12:00 AM;1,078,562;746,725.75;50,123.75
Sep 17, 2018;12:00 AM;12:00 AM;1,380,067;1,085,573.75;24,348
Sep 18, 2018;12:00 AM;12:00 AM;1,458,378.25;940,813;42,128
Sep 19, 2018;12:00 AM;12:00 AM;1,467,361.5;981,209.25;46,447.5
Sep 20, 2018;12:00 AM;12:00 AM;1,462,297.25;990,654.5;43,725.75
Sep 21, 2018;12:00 AM;12:00 AM;1,491,415.25;688,203;39,115
Sep 22, 2018;12:00 AM;12:00 AM;1,252,920.75;569,364.5;54,885.25
Sep 23, 2018;12:00 AM;12:00 AM;1,137,557.75;733,552.25;30,231.5
Sep 24, 2018;12:00 AM;12:00 AM;1,452,394.75;703,687.5;56,196
Sep 25, 2018;12:00 AM;12:00 AM;1,436,075.75;1,090,933;22,286
Sep 26, 2018;12:00 AM;12:00 AM;1,487,079.75;855,049;46,033.25
Sep 27, 2018;12:00 AM;12:00 AM;1,466,397;994,910.25;38,871.5
Sep 28, 2018;12:00 AM;12:00 AM;1,460,137.25;968,574.5;40,792.25
Sep 29, 2018;12:00 AM;12:00 AM;1,217,443.25;858,124.25;30,343.25
Sep 30, 2018;12:00 AM;12:00 AM;1,115,957;741,930.75;46,076.75
Oct 1, 2018;12:00 AM;12:00 AM;1,413,945.5;1,015,583.75;35,269.5
Oct 2, 2018;12:00 AM;12:00 AM;1,483,511.75;760,676.25;32,122.25
Oct 3, 2018;12:00 AM;12:00 AM;1,233,294.5;512,395.5;57,283.5
Oct 4, 2018;12:00 AM;12:00 AM;1,407,901.5;1,081,350;20,957.5
Oct 5, 2018;12:00 AM;12:00 AM;1,410,514.75;1,028,778.5;40,125.75
Oct 6, 2018;12:00 AM;12:00 AM;1,205,629.25;901,142.25;19,908.5
Oct 7, 2018;12:00 AM;12:00 AM;1,108,174.75;791,643.75;46,171
Oct 8, 2018;12:00 AM;12:00 AM;1,408,164;1,097,407.75;39,549.5
Oct 9, 2018;12:00 AM;12:00 AM;1,433,255;1,157,244;38,582.5
Oct 10, 2018;12:00 AM;12:00 AM;1,440,100.25;1,073,410;37,483.25
Oct 11, 2018;12:00 AM;12:00 AM;1,475,531.25;955,876.5;39,980
Oct 12, 2018;12:00 AM;12:00 AM;1,444,114;980,802.5;30,966.75
Oct 13, 2018;12:00 AM;12:00 AM;1,221,588;730,360.75;32,797.25
Oct 14, 2018;12:00 AM;12:00 AM;1,139,087.25;592,121.75;59,261
Oct 15, 2018;12:00 AM;12:00 AM;1,416,681.75;1,117,295.5;23,908.5
Oct 16, 2018;12:00 AM;12:00 AM;1,433,658.75;1,274,602.75;35,341.5
Oct 17, 2018;12:00 AM;12:00 AM;1,435,511.25;1,266,075.5;33,216.5
Oct 18, 2018;12:00 AM;12:00 AM;1,457,236.25;1,225,738.5;33,652.75
Oct 19, 2018;12:00 AM;12:00 AM;1,426,139;1,281,681.75;26,611.75
Oct 20, 2018;12:00 AM;12:00 AM;1,249,909.5;1,050,927.5;28,718.5
Oct 21, 2018;12:00 AM;12:00 AM;1,159,394.75;919,245.5;38,116.5
Oct 22, 2018;12:00 AM;12:00 AM;1,489,188.25;1,088,825.25;31,530.5
Oct 23, 2018;12:00 AM;12:00 AM;1,577,026.5;723,129.5;44,920.5
Oct 24, 2018;12:00 AM;12:00 AM;1,561,378.5;831,621.25;37,336.5
Oct 25, 2018;12:00 AM;12:00 AM;1,543,489;905,634.5;40,974
Oct 26, 2018;12:00 AM;12:00 AM;1,495,078.75;1,039,475;34,759
Oct 27, 2018;12:00 AM;12:00 AM;1,300,763.75;879,799;34,255.25
Oct 28, 2018;12:00 AM;12:00 AM;1,262,981.5;764,689.5;35,899.25
Oct 29, 2018;12:00 AM;12:00 AM;1,539,358.25;954,816;39,034.5
Oct 30, 2018;12:00 AM;12:00 AM;1,550,735;788,839.25;40,911
Oct 31, 2018;12:00 AM;12:00 AM;1,460,147.5;922,058.5;38,638.75
Nov 1, 2018;12:00 AM;12:00 AM;1,324,391.5;984,755.75;43,003.5
Nov 2, 2018;12:00 AM;12:00 AM;1,401,160;1,015,067;33,300.25
Nov 3, 2018;12:00 AM;12:00 AM;1,248,304.5;1,033,548;29,504
Nov 4, 2018;12:00 AM;12:00 AM;1,161,149.25;943,583.25;34,192
Nov 5, 2018;12:00 AM;12:00 AM;1,457,682.25;1,202,235.5;33,596
Nov 6, 2018;12:00 AM;12:00 AM;1,498,533.75;1,186,305;35,600.75
Nov 7, 2018;12:00 AM;12:00 AM;1,513,197.5;1,157,187.25;30,234.75
Nov 8, 2018;12:00 AM;12:00 AM;1,494,367.25;1,271,388.25;29,852.5
Nov 9, 2018;12:00 AM;12:00 AM;1,477,890.5;1,207,943.25;29,652
Nov 10, 2018;12:00 AM;12:00 AM;1,309,106.25;779,678;37,253.75
Nov 11, 2018;12:00 AM;12:00 AM;1,194,727.75;616,777;55,616.25
Nov 12, 2018;12:00 AM;12:00 AM;1,467,471;1,101,820;19,062
Nov 13, 2018;12:00 AM;12:00 AM;1,519,362.75;1,015,309.5;37,021.25
Nov 14, 2018;12:00 AM;12:00 AM;1,527,297.5;1,229,926;28,002.25
Nov 15, 2018;12:00 AM;12:00 AM;1,524,653.75;1,298,972.5;32,776.5
Nov 16, 2018;12:00 AM;12:00 AM;1,533,182;1,094,262;37,919.5
Nov 17, 2018;12:00 AM;12:00 AM;1,368,632;830,434.5;25,509
Nov 18, 2018;12:00 AM;12:00 AM;1,222,994.25;791,207.5;21,514.5
Nov 19, 2018;12:00 AM;12:00 AM;1,562,188;877,263.5;29,269
Nov 20, 2018;12:00 AM;12:00 AM;1,602,567.25;835,128;35,349.25
Nov 21, 2018;12:00 AM;12:00 AM;1,578,251;1,152,861.5;27,101.5
Nov 22, 2018;12:00 AM;12:00 AM;1,564,809;1,351,261;32,367.75
Nov 23, 2018;12:00 AM;12:00 AM;1,533,511.25;1,404,097.75;32,706.25
Nov 24, 2018;12:00 AM;12:00 AM;1,327,693;1,199,787.75;21,124.5
Nov 25, 2018;12:00 AM;12:00 AM;1,236,513;1,045,366.25;37,096.75
Nov 26, 2018;12:00 AM;12:00 AM;1,530,200.25;1,269,195.25;35,821
Nov 27, 2018;12:00 AM;12:00 AM;1,566,780;1,411,675.5;32,674.5
Nov 28, 2018;12:00 AM;12:00 AM;1,634,934.25;1,078,430;30,621.75
Nov 29, 2018;12:00 AM;12:00 AM;1,607,082.5;916,854;39,423.5
Nov 30, 2018;12:00 AM;12:00 AM;1,571,727;1,104,261.5;29,659.25
Dec 1, 2018;12:00 AM;12:00 AM;1,350,796.75;880,219.5;37,018.75
Dec 2, 2018;12:00 AM;12:00 AM;1,261,921;600,679.25;45,315
Dec 3, 2018;12:00 AM;12:00 AM;1,542,042.25;915,607.5;35,575
Dec 4, 2018;12:00 AM;12:00 AM;1,579,355;1,046,740.75;41,999.5
Dec 5, 2018;12:00 AM;12:00 AM;1,600,794;1,228,460.25;40,064.25
Dec 6, 2018;12:00 AM;12:00 AM;1,609,604.75;1,103,262.75;36,749.5
Dec 7, 2018;12:00 AM;12:00 AM;1,585,070.5;795,652.75;40,434.25
Dec 8, 2018;12:00 AM;12:00 AM;1,388,067.25;369,346.5;41,875.25
Dec 9, 2018;12:00 AM;12:00 AM;1,276,994.5;376,811;50,975.75
Dec 10, 2018;12:00 AM;12:00 AM;1,593,885;724,960;34,547.75
Dec 11, 2018;12:00 AM;12:00 AM;1,608,639.25;1,088,857.75;33,525.5
Dec 12, 2018;12:00 AM;12:00 AM;1,593,357;1,409,824.75;34,054
Dec 13, 2018;12:00 AM;12:00 AM;1,609,570.25;1,325,601.5;45,048.25
Dec 14, 2018;12:00 AM;12:00 AM;1,592,118.75;1,409,612.5;39,253.25
Dec 15, 2018;12:00 AM;12:00 AM;1,404,362.75;1,126,699.5;38,465
Dec 16, 2018;12:00 AM;12:00 AM;1,316,997.5;992,986.25;45,539.5
Dec 17, 2018;12:00 AM;12:00 AM;1,549,048.25;1,349,088.5;28,248.25
Dec 18, 2018;12:00 AM;12:00 AM;1,585,453.5;1,223,075;38,866.5
Dec 19, 2018;12:00 AM;12:00 AM;1,592,625;1,107,922.75;43,468.75
Dec 20, 2018;12:00 AM;12:00 AM;1,522,186.25;1,132,470;24,742.75
Dec 21, 2018;12:00 AM;12:00 AM;1,451,613.25;703,330.75;49,108.75
Dec 22, 2018;12:00 AM;12:00 AM;1,256,914.5;704,730;33,721.25
Dec 23, 2018;12:00 AM;12:00 AM;1,158,905.5;737,584.25;47,214.25
Dec 24, 2018;12:00 AM;12:00 AM;1,152,978.75;780,642.75;35,134.5
Dec 25, 2018;12:00 AM;12:00 AM;1,124,777.25;555,411.5;53,716.75
Dec 26, 2018;12:00 AM;12:00 AM;1,136,018.5;697,567.75;21,932.75
Dec 27, 2018;12:00 AM;12:00 AM;1,282,410.75;967,763.25;34,665.25
Dec 28, 2018;12:00 AM;12:00 AM;1,277,641.75;1,022,274.25;34,087.75
Dec 29, 2018;12:00 AM;12:00 AM;1,247,477.25;721,908;20,078.75
Dec 30, 2018;12:00 AM;12:00 AM;1,149,184.75;545,183;56,098.25
Dec 31, 2018;12:00 AM;12:00 AM;1,163,471.25;921,438.5;24,457
Jan 1, 2019;12:00 AM;12:00 AM;1,097,817.5;278,122;57,212.75
Jan 2, 2019;12:00 AM;12:00 AM;1,388,855.75;668,176.75;37,560.5
Jan 3, 2019;12:00 AM;12:00 AM;1,463,287.75;1,146,116.5;25,986.75
Jan 4, 2019;12:00 AM;12:00 AM;1,485,809.5;944,946.75;26,456.25
Jan 5, 2019;12:00 AM;12:00 AM;1,316,337.5;697,567.75;50,514.25
Jan 6, 2019;12:00 AM;12:00 AM;1,207,022;941,057.75;30,461.25
Jan 7, 2019;12:00 AM;12:00 AM;1,524,223;1,072,008.5;34,348.25
Jan 8, 2019;12:00 AM;12:00 AM;1,606,875.25;629,319.5;48,253.25
Jan 9, 2019;12:00 AM;12:00 AM;1,625,871;834,579;33,641
Jan 10, 2019;12:00 AM;12:00 AM;1,579,787.75;1,385,222.5;31,395.75
Jan 11, 2019;12:00 AM;12:00 AM;1,607,784.5;1,107,008.75;32,891
Jan 12, 2019;12:00 AM;12:00 AM;1,372,176;643,568.25;31,867.5
Jan 13, 2019;12:00 AM;12:00 AM;1,280,898.5;372,873.5;40,382
Jan 14, 2019;12:00 AM;12:00 AM;1,566,005.5;698,931.75;32,132.5
Jan 15, 2019;12:00 AM;12:00 AM;1,607,547.75;762,520.75;42,425.5
Jan 16, 2019;12:00 AM;12:00 AM;1,607,477.25;844,540.5;42,664
Jan 17, 2019;12:00 AM;12:00 AM;1,625,170.5;855,562.25;39,980
Jan 18, 2019;12:00 AM;12:00 AM;1,560,006.75;1,257,147;18,759
Jan 19, 2019;12:00 AM;12:00 AM;1,362,612.5;1,163,171.25;40,550.75
Jan 20, 2019;12:00 AM;12:00 AM;1,279,757.75;1,163,581.75;24,262.25
Jan 21, 2019;12:00 AM;12:00 AM;1,598,614.75;1,413,701.5;22,408.25
Jan 22, 2019;12:00 AM;12:00 AM;1,652,157.75;1,320,332.5;37,244.75
Jan 23, 2019;12:00 AM;12:00 AM;1,646,958.5;1,450,786;35,423.75
Jan 24, 2019;12:00 AM;12:00 AM;1,631,290;1,564,847.75;45,515
Jan 25, 2019;12:00 AM;12:00 AM;1,623,103.5;1,424,410.25;39,034
Jan 26, 2019;12:00 AM;12:00 AM;1,415,449.5;899,628.25;38,577.5
Jan 27, 2019;12:00 AM;12:00 AM;1,276,168.5;662,240.5;60,042.25
Jan 28, 2019;12:00 AM;12:00 AM;1,586,145.75;1,065,107.25;28,385
Jan 29, 2019;12:00 AM;12:00 AM;1,601,139;1,215,510.25;30,335
Jan 30, 2019;12:00 AM;12:00 AM;1,621,617.25;1,138,728.75;43,674.25
Jan 31, 2019;12:00 AM;12:00 AM;1,598,298.75;1,296,522;32,442.5
Feb 1, 2019;12:00 AM;12:00 AM;1,598,490.75;1,219,917.25;38,609.75
Feb 2, 2019;12:00 AM;12:00 AM;1,369,141.75;1,234,197.25;23,230
Feb 3, 2019;12:00 AM;12:00 AM;1,286,722.5;978,482;39,688.25
Feb 4, 2019;12:00 AM;12:00 AM;1,583,533;1,043,528.5;31,358.75
Feb 5, 2019;12:00 AM;12:00 AM;1,617,486.25;1,220,583.5;31,237.75
Feb 6, 2019;12:00 AM;12:00 AM;1,614,078.75;1,191,354.75;27,809.75
Feb 7, 2019;12:00 AM;12:00 AM;1,624,155.5;995,352.75;27,857
Feb 8, 2019;12:00 AM;12:00 AM;1,587,496.25;756,918.75;37,658.25
Feb 9, 2019;12:00 AM;12:00 AM;1,370,024.75;383,736.5;62,455.5
Feb 10, 2019;12:00 AM;12:00 AM;1,251,122.75;437,774.75;42,431.5
Feb 11, 2019;12:00 AM;12:00 AM;1,568,276.75;729,484;27,732.75
Feb 12, 2019;12:00 AM;12:00 AM;1,587,273;1,068,224.75;44,824.75
Feb 13, 2019;12:00 AM;12:00 AM;1,595,207.75;1,050,802.5;39,159.75
Feb 14, 2019;12:00 AM;12:00 AM;1,562,598;1,270,748.5;34,043.5
Feb 15, 2019;12:00 AM;12:00 AM;1,529,738.25;1,196,413;34,675.75
Feb 16, 2019;12:00 AM;12:00 AM;1,315,010;800,412.5;33,621.75
Feb 17, 2019;12:00 AM;12:00 AM;1,202,492.25;865,238.25;38,227.5
Feb 18, 2019;12:00 AM;12:00 AM;1,484,040.25;1,095,270;35,047.75
Feb 19, 2019;12:00 AM;12:00 AM;1,563,696.5;913,231.5;42,006.5
Feb 20, 2019;12:00 AM;12:00 AM;1,546,623.5;1,097,797.75;40,704.5
Feb 21, 2019;12:00 AM;12:00 AM;1,543,862.75;1,062,303;38,304
Feb 22, 2019;12:00 AM;12:00 AM;1,510,784;1,224,128.75;27,446.5
Feb 23, 2019;12:00 AM;12:00 AM;1,303,980;959,439.75;27,364.25
Feb 24, 2019;12:00 AM;12:00 AM;1,186,559.75;953,206.25;41,380.75
Feb 25, 2019;12:00 AM;12:00 AM;1,470,301.25;1,216,726;28,557.25
Feb 26, 2019;12:00 AM;12:00 AM;1,484,829;1,267,731;30,021.75
Feb 27, 2019;12:00 AM;12:00 AM;1,501,393.5;1,172,460.25;38,593.5
Feb 28, 2019;12:00 AM;12:00 AM;1,497,609.5;932,932.25;49,769.5
Mar 1, 2019;12:00 AM;12:00 AM;1,489,830.5;1,243,201.75;22,185.25
Mar 2, 2019;12:00 AM;12:00 AM;1,289,936;998,038;16,517.5
Mar 3, 2019;12:00 AM;12:00 AM;1,196,601.75;308,200.75;60,966.5
Mar 4, 2019;12:00 AM;12:00 AM;1,471,359.5;472,603.75;46,362.25
Mar 5, 2019;12:00 AM;12:00 AM;1,516,524.75;695,714.25;45,443
Mar 6, 2019;12:00 AM;12:00 AM;1,512,891.25;810,917.5;26,439.5
Mar 7, 2019;12:00 AM;12:00 AM;1,523,340;598,429.25;52,856.25
Mar 8, 2019;12:00 AM;12:00 AM;1,491,085;597,637.25;33,514
Mar 9, 2019;12:00 AM;12:00 AM;1,302,265.25;318,840;54,239.25
Mar 10, 2019;12:00 AM;12:00 AM;1,192,729.25;598,892.75;27,817
Mar 11, 2019;12:00 AM;12:00 AM;1,502,266.75;784,532.25;34,648.5
Mar 12, 2019;12:00 AM;12:00 AM;1,532,203.5;735,170.5;37,990.25
Mar 13, 2019;12:00 AM;12:00 AM;1,558,087.5;520,773.25;42,143.75
Mar 14, 2019;12:00 AM;12:00 AM;1,560,072.25;633,772.5;39,180.25
Mar 15, 2019;12:00 AM;12:00 AM;1,526,815.5;577,434.25;41,182.5
Mar 16, 2019;12:00 AM;12:00 AM;1,293,447.75;450,908;41,240.5
Mar 17, 2019;12:00 AM;12:00 AM;1,202,378.5;320,071.25;54,932
Mar 18, 2019;12:00 AM;12:00 AM;1,481,195.5;658,028;38,939.25
Mar 19, 2019;12:00 AM;12:00 AM;1,508,717;1,164,263.25;33,235.5
Mar 20, 2019;12:00 AM;12:00 AM;1,516,338;1,109,347.5;31,245.25
Mar 21, 2019;12:00 AM;12:00 AM;1,502,537.5;1,116,269.25;29,478
Mar 22, 2019;12:00 AM;12:00 AM;1,449,727.25;1,171,877;26,943.25
Mar 23, 2019;12:00 AM;12:00 AM;1,238,409;887,903.5;31,519.25
Mar 24, 2019;12:00 AM;12:00 AM;1,151,745.5;834,127;45,479
Mar 25, 2019;12:00 AM;12:00 AM;1,470,829.5;771,385;46,994.25
Mar 26, 2019;12:00 AM;12:00 AM;1,499,076.5;953,254;30,234.25
Mar 27, 2019;12:00 AM;12:00 AM;1,490,929.5;1,155,284.5;29,023.75
Mar 28, 2019;12:00 AM;12:00 AM;1,464,402.75;1,246,385.75;26,046.5
Mar 29, 2019;12:00 AM;12:00 AM;1,416,520.75;1,096,150.5;29,314.25
Mar 30, 2019;12:00 AM;12:00 AM;1,193,673;834,267.75;31,685.25
Mar 31, 2019;12:00 AM;12:00 AM;1,087,582.25;668,064.75;63,891
Apr 1, 2019;12:00 AM;12:00 AM;1,401,018;883,624;25,324.5
Apr 2, 2019;12:00 AM;12:00 AM;1,473,758.5;844,304;33,437.5
Apr 3, 2019;12:00 AM;12:00 AM;1,468,401.75;1,151,787;28,206.75
Apr 4, 2019;12:00 AM;12:00 AM;1,477,988;1,206,687;33,597.5
Apr 5, 2019;12:00 AM;12:00 AM;1,453,499;1,244,475;32,740.75
